"Id";"PropertyId";"SourceId";"DestinationId";"Adults";"Children";"Rooms";"InDate";"OutDate";"Rate"
287;23938;1;285;2;0;1;"2015-07-26";"2015-07-27";92.0
288;23418;1;285;1;0;1;"2015-07-26";"2015-07-28";67.5
289;23914;1;285;1;0;1;"2015-08-04";"2015-08-07";89.0
290;23917;1;285;1;0;1;"2015-07-15";"2015-07-16";99.0
291;23756;1;285;2;2;1;"2015-07-15";"2015-07-16";105.0
292;23932;1;285;1;0;1;"2015-07-16";"2015-07-17";184.0
293;23974;1;285;2;0;1;"2015-07-31";"2015-08-05";116.1
294;23706;1;285;2;0;1;"2015-10-15";"2015-10-18";188.1
295;23225;1;285;4;0;1;"2015-07-22";"2015-07-23";61.6
296;9442;1;77;2;2;1;"2015-07-17";"2015-07-19";94.99
297;23296;1;285;2;2;1;"2015-07-25";"2015-07-26";115.0
298;9242;1;77;2;0;1;"2015-08-14";"2015-08-16";124.99
299;23400;1;285;1;0;1;"2015-07-15";"2015-07-16";97.0
300;24000;1;285;2;0;1;"2015-07-30";"2015-08-03";76.5
301;23235;1;285;2;0;1;"2015-08-14";"2015-08-16";95.92
302;23451;1;285;1;0;1;"2015-07-17";"2015-07-18";104.0
303;23648;1;285;2;0;1;"2015-08-24";"2015-08-25";99.0
304;9229;1;77;2;0;1;"2015-07-19";"2015-07-25";94.99
305;23321;1;285;1;0;1;"2015-07-15";"2015-07-16";75.0
306;23571;1;285;1;2;1;"2015-07-24";"2015-07-25";132.05
307;23308;1;285;3;0;1;"2015-07-19";"2015-07-20";65.0
308;23492;1;285;2;0;1;"2015-10-09";"2015-10-11";84.15
309;23818;1;285;1;0;1;"2015-07-18";"2015-07-19";81.18
310;23293;1;285;1;0;1;"2015-07-14";"2015-07-15";65.0
311;23850;1;285;1;0;1;"2015-07-15";"2015-07-17";115.0
312;23188;1;285;3;0;1;"2016-07-11";"2016-07-13";107.1
313;23397;1;285;1;0;1;"2015-07-18";"2015-07-19";85.5
314;23272;1;285;3;1;1;"2015-07-25";"2015-07-26";64.0
315;23456;1;285;1;0;1;"2015-07-17";"2015-07-18";85.5
316;9141;1;77;1;0;1;"2015-07-27";"2015-08-05";73.59
317;23492;1;285;2;0;1;"2015-10-09";"2015-10-11";84.15
318;23272;1;285;3;1;1;"2015-07-18";"2015-07-19";66.5
319;23805;1;285;2;0;1;"2015-09-04";"2015-09-07";65.0
320;24008;1;285;1;0;1;"2015-07-15";"2015-07-16";72.0
321;23713;1;285;2;2;1;"2015-08-06";"2015-08-07";108.0
322;9431;1;77;1;0;1;"2015-07-18";"2015-07-30";72.99
323;23278;1;285;2;0;1;"2015-07-31";"2015-08-02";82.0
324;24004;1;285;2;0;1;"2015-07-21";"2015-07-23";84.55
325;9242;1;77;2;0;1;"2015-08-14";"2015-08-16";129.99
326;23249;1;285;1;0;1;"2015-07-24";"2015-07-26";94.5
327;23280;1;285;1;0;1;"2015-07-15";"2015-07-16";72.0
328;23218;1;285;1;0;1;"2015-07-27";"2015-08-04";85.0
329;23825;1;285;3;0;1;"2015-08-23";"2015-08-25";114.0
330;9244;1;77;1;1;1;"2015-09-27";"2015-09-29";124.0
331;23992;1;285;1;3;1;"2015-07-15";"2015-07-20";115.0
332;23952;1;285;1;1;1;"2015-07-16";"2015-07-17";69.52
333;23738;1;285;4;0;1;"2015-07-18";"2015-07-19";134.0
334;9163;1;77;1;0;1;"2015-07-21";"2015-07-23";64.99
335;9024;1;77;1;0;1;"2015-08-17";"2015-08-25";59.99
336;23993;1;285;1;0;1;"2015-07-15";"2015-07-16";119.0
337;23439;1;285;3;0;1;"2015-07-23";"2015-07-24";85.0
338;23477;1;285;1;0;1;"2015-07-14";"2015-07-15";99.0
339;23543;1;285;1;1;1;"2015-08-16";"2015-08-17";93.6
340;23992;1;285;1;0;1;"2015-07-15";"2015-07-20";94.3
341;23428;1;285;1;0;1;"2015-07-17";"2015-07-18";129.0
342;9240;1;77;1;0;1;"2015-07-28";"2015-09-04";103.49
343;23282;1;285;1;0;1;"2015-07-30";"2015-08-01";53.1
344;23291;1;285;2;0;1;"2015-07-30";"2015-08-02";60.8
345;23810;1;285;2;0;1;"2015-07-16";"2015-07-17";80.75
346;23932;1;285;1;0;1;"2015-08-20";"2015-08-24";134.0
347;23880;1;285;2;0;1;"2015-12-11";"2015-12-13";80.1
348;23249;1;285;1;0;1;"2015-07-24";"2015-07-26";94.5
349;23800;1;285;2;0;1;"2015-07-24";"2015-07-27";349.0
350;23223;1;285;1;0;1;"2015-07-16";"2015-07-17";85.5
351;9413;1;77;1;0;1;"2015-07-20";"2015-08-20";39.99
352;9240;1;77;1;0;1;"2015-07-28";"2015-09-04";103.49
353;23649;1;285;2;0;1;"2016-04-02";"2016-04-04";104.0
354;8980;1;77;1;0;1;"2015-09-24";"2015-09-28";64.99
355;23430;1;285;2;2;1;"2015-07-15";"2015-07-16";113.52
356;23450;1;285;2;2;1;"2015-07-31";"2015-08-03";179.0
357;23805;1;285;2;0;1;"2015-09-04";"2015-09-07";65.0
358;23889;1;285;2;0;1;"2015-09-09";"2015-09-12";99.0
359;23654;1;285;2;0;1;"2015-07-15";"2015-07-16";104.0
360;34906;1;241;2;3;1;"2015-07-17";"2015-07-18";274.0
361;9447;1;77;2;0;1;"2015-09-07";"2015-09-18";59.99
362;23784;1;285;3;1;1;"2015-07-15";"2015-07-16";104.0
363;9126;1;77;1;0;1;"2015-07-17";"2015-07-21";107.99
364;23917;1;285;1;0;1;"2015-07-15";"2015-07-16";91.52
365;23210;1;285;2;0;1;"2015-07-26";"2015-07-28";89.3
366;23335;1;285;2;2;1;"2015-07-29";"2015-07-31";108.9
367;23948;1;285;2;0;1;"2015-07-15";"2015-07-16";115.0
368;23325;1;285;1;0;1;"2015-09-07";"2015-09-19";79.0
369;23320;1;285;1;0;1;"2015-07-15";"2015-07-16";7.0
370;23683;1;285;2;0;1;"2015-08-13";"2015-08-16";134.0
371;2527;1;152;1;0;1;"2015-11-21";"2015-11-22";72.0
372;23718;1;285;1;0;1;"2015-09-03";"2015-09-07";125.4
373;23195;1;285;2;0;1;"2015-08-05";"2015-08-08";119.0
374;23799;1;285;2;0;1;"2015-07-17";"2015-07-21";109.0
375;23865;1;285;4;0;1;"2015-07-21";"2015-07-22";229.0
376;23993;1;285;1;0;1;"2015-07-15";"2015-07-19";108.3
377;23961;1;285;1;1;1;"2015-07-17";"2015-07-19";149.0
378;23436;1;285;2;2;1;"2015-08-02";"2015-08-03";107.1
379;23296;1;285;1;0;1;"2015-07-16";"2015-07-23";289.0
380;23991;1;285;2;0;1;"2015-07-24";"2015-07-27";80.1
381;23299;1;285;1;0;1;"2015-09-09";"2015-09-12";87.12
382;23448;1;285;2;0;1;"2015-07-25";"2015-07-26";149.0
383;8989;1;77;2;0;1;"2015-07-25";"2015-07-26";114.99
384;23995;1;285;1;0;1;"2015-07-16";"2015-07-18";156.75
385;23597;1;285;2;2;1;"2015-07-19";"2015-07-21";89.0
386;23537;1;285;2;0;1;"2015-07-17";"2015-07-20";75.05
387;23680;1;285;1;1;1;"2015-08-13";"2015-08-14";143.1
388;23680;1;285;1;0;1;"2015-07-21";"2015-07-23";122.55
389;23865;1;285;2;1;1;"2015-07-22";"2015-07-24";129.0
390;23896;1;285;2;0;1;"2015-07-17";"2015-07-19";179.1
391;23556;1;285;2;0;1;"2015-07-17";"2015-07-18";89.0
392;23815;1;285;1;0;1;"2015-07-16";"2015-07-31";78.0
393;23428;1;285;1;0;1;"2015-07-18";"2015-07-19";120.6
394;9225;1;77;1;0;1;"2015-07-17";"2015-07-24";54.99
395;23994;1;285;1;1;1;"2015-07-19";"2015-07-24";94.0
396;23313;1;285;2;0;1;"2015-07-18";"2015-07-19";71.1
397;9142;1;77;2;1;1;"2015-07-17";"2015-07-20";149.99
398;23797;1;285;2;2;1;"2015-07-31";"2015-08-01";99.0
399;23228;1;285;1;0;1;"2015-07-16";"2015-07-17";79.0
400;24009;1;285;2;2;1;"2015-08-03";"2015-08-08";79.0
401;23257;1;285;1;0;1;"2015-07-16";"2015-07-17";62.0
402;23513;1;285;1;0;1;"2015-07-17";"2015-07-27";85.5
403;23597;1;285;1;0;1;"2015-07-30";"2015-08-03";113.4
404;23209;1;285;2;0;1;"2015-08-04";"2015-08-10";62.1
405;23793;1;285;2;0;1;"2015-09-04";"2015-09-06";87.4
406;23332;1;285;1;0;1;"2015-07-16";"2015-07-17";83.0
407;9419;1;77;1;0;1;"2015-07-22";"2015-08-13";137.99
408;9417;1;77;1;0;1;"2015-07-19";"2015-07-24";62.99
409;23999;1;285;3;0;1;"2015-07-16";"2015-07-17";70.0
410;23935;1;285;2;1;1;"2015-08-10";"2015-08-12";79.8
411;23991;1;285;2;0;1;"2015-10-09";"2015-10-11";79.0
412;23217;1;285;2;0;1;"2016-02-26";"2016-02-27";159.0
413;23240;1;285;2;0;1;"2015-07-17";"2015-07-19";249.0
414;23772;1;285;1;0;1;"2015-07-18";"2015-07-19";89.0
415;23793;1;285;2;0;1;"2015-07-28";"2015-07-30";79.0
416;23485;1;285;2;0;1;"2015-07-24";"2015-07-26";129.0
417;9396;1;77;2;0;1;"2015-08-16";"2015-08-21";79.99
418;23900;1;285;1;0;1;"2015-07-21";"2015-07-23";49.0
419;23950;1;285;1;0;1;"2015-07-16";"2015-07-17";135.0
420;23249;1;285;1;0;1;"2015-07-16";"2015-07-17";105.0
421;23704;1;285;1;0;1;"2015-07-16";"2015-07-17";100.0
422;23169;1;285;2;0;1;"2015-08-23";"2015-08-24";107.1
423;23221;1;285;3;0;1;"2015-08-07";"2015-08-08";72.0
424;23234;1;285;1;0;1;"2015-07-16";"2015-07-17";69.0
425;23869;1;285;1;0;1;"2015-07-18";"2015-07-19";109.0
426;23925;1;285;2;1;1;"2015-10-19";"2015-10-21";109.65
427;23395;1;285;1;2;1;"2015-07-23";"2015-07-27";71.25
428;23615;1;285;1;0;1;"2015-07-18";"2015-07-19";109.0
429;8856;1;77;2;0;1;"2015-07-17";"2015-07-19";66.49
430;23286;1;285;2;1;1;"2015-07-19";"2015-07-20";65.6
431;23214;1;285;2;0;1;"2015-07-24";"2015-07-25";66.0
432;23214;1;285;2;0;1;"2015-07-24";"2015-07-25";66.0
433;23710;1;285;1;0;1;"2015-07-16";"2015-07-17";109.0
434;23689;1;285;2;0;1;"2015-08-03";"2015-08-04";89.1
435;23682;1;285;1;0;1;"2015-07-16";"2015-07-17";99.0
436;23413;1;285;1;0;1;"2015-07-22";"2015-07-23";80.0
437;23645;1;285;1;0;1;"2015-07-16";"2015-07-17";84.0
438;23353;1;285;1;0;1;"2015-08-14";"2015-08-15";151.05
439;23413;1;285;1;0;1;"2015-07-20";"2015-07-24";67.5
440;23395;1;285;1;2;1;"2015-07-23";"2015-07-27";71.25
441;9225;1;77;1;0;1;"2015-07-17";"2015-07-24";54.99
442;23250;1;285;1;0;1;"2015-07-26";"2015-07-28";83.6
443;23780;1;285;2;0;1;"2015-07-18";"2015-07-19";111.6
444;9150;1;77;1;0;1;"2015-07-27";"2015-09-07";62.99
445;23386;1;285;2;0;1;"2015-09-04";"2015-09-05";0.0
446;23611;1;285;1;0;1;"2015-08-05";"2015-08-06";69.52
447;23904;1;285;1;0;1;"2015-07-16";"2015-07-17";179.0
448;8819;1;77;1;0;1;"2015-07-17";"2015-07-24";69.99
449;23568;1;285;1;0;1;"2015-07-16";"2015-07-17";62.1
450;23818;1;285;1;0;1;"2015-07-18";"2015-07-19";104.0
451;23217;1;285;1;0;1;"2015-07-15";"2015-07-16";95.0
452;23746;1;285;2;2;1;"2015-07-25";"2015-07-26";135.0
453;23550;1;285;2;0;1;"2015-08-14";"2015-08-15";89.0
454;23240;1;285;2;1;1;"2016-04-23";"2016-04-24";199.0
455;23815;1;285;1;0;1;"2015-07-17";"2015-07-31";78.0
456;23169;1;285;1;1;1;"2015-07-17";"2015-07-19";105.0
457;23944;1;285;1;0;1;"2015-07-30";"2015-07-31";118.75
458;9260;1;77;1;0;1;"2015-07-29";"2015-07-31";89.99
459;23880;1;285;1;0;1;"2015-07-16";"2015-07-17";79.0
460;23328;1;285;1;0;1;"2015-07-15";"2015-07-16";79.0
461;9328;1;77;4;0;1;"2015-07-17";"2015-07-19";129.99
462;9392;1;77;1;0;1;"2015-08-21";"2015-08-23";119.99
463;23214;1;285;2;0;1;"2015-07-24";"2015-07-25";66.0
464;23556;1;285;2;0;1;"2015-07-17";"2015-07-18";89.0
465;8983;1;77;1;1;1;"2015-07-19";"2015-07-25";54.99
466;23510;1;285;1;0;1;"2015-07-30";"2015-07-31";109.0
467;8928;1;77;1;0;1;"2015-08-02";"2015-08-21";67.99
468;23413;1;285;1;0;1;"2015-07-20";"2015-07-24";67.5
469;23413;1;285;1;0;1;"2015-07-20";"2015-07-24";67.5
470;23754;1;285;2;1;1;"2015-07-17";"2015-07-19";99.2
471;23548;1;285;2;0;1;"2015-07-23";"2015-07-24";95.92
472;23228;1;285;1;0;1;"2015-07-16";"2015-07-17";79.0
473;23260;1;285;2;0;1;"2015-07-17";"2015-07-19";63.65
474;23497;1;285;1;0;1;"2015-07-16";"2015-07-17";110.0
475;9451;1;77;2;0;1;"2015-08-03";"2015-08-04";69.0
476;23395;1;285;1;2;1;"2015-07-23";"2015-07-28";71.25
477;23650;1;285;2;0;1;"2015-09-18";"2015-09-20";85.5
478;23602;1;285;1;0;1;"2015-07-16";"2015-07-17";99.0
479;23969;1;285;1;0;1;"2015-07-16";"2015-07-17";95.0
480;23313;1;285;2;0;1;"2015-07-18";"2015-07-19";71.1
481;23214;1;285;2;0;1;"2015-07-24";"2015-07-25";66.0
482;9326;1;77;1;0;1;"2015-07-17";"2015-07-20";114.99
483;9150;1;77;1;0;1;"2015-07-27";"2015-09-07";62.99
484;23568;1;285;2;0;1;"2015-08-05";"2015-08-08";92.0
485;23309;1;285;1;0;1;"2015-07-16";"2015-07-17";179.0
486;23602;1;285;2;0;1;"2015-07-16";"2015-07-23";93.6
487;9249;1;77;1;1;1;"2015-08-17";"2015-08-31";89.99
488;23602;1;285;1;0;1;"2015-07-16";"2015-07-17";99.0
489;23320;1;285;1;0;1;"2015-07-15";"2015-07-17";94.0
490;9340;1;77;2;2;1;"2015-07-17";"2015-08-16";84.99
491;23263;1;285;3;0;1;"2015-07-27";"2015-07-31";79.0
492;23735;1;285;1;0;1;"2015-07-27";"2015-07-31";119.0
493;23386;1;285;1;0;1;"2015-07-16";"2015-07-17";119.0
494;23470;1;285;2;2;1;"2015-07-30";"2015-07-31";155.8
495;23290;1;285;2;0;1;"2015-07-16";"2015-07-18";64.0
496;23887;1;285;1;0;1;"2015-07-25";"2015-07-27";120.6
497;23880;1;285;1;0;1;"2015-07-16";"2015-07-30";59.25
498;24006;1;285;2;2;1;"2015-07-18";"2015-07-22";60.3
499;23289;1;285;4;0;1;"2015-07-25";"2015-07-29";113.9
500;23652;1;285;4;1;1;"2015-07-21";"2015-07-23";107.0
501;23662;1;285;1;0;1;"2015-07-26";"2015-07-27";109.25
502;23994;1;285;1;0;1;"2015-08-03";"2015-08-04";71.1
503;9137;1;77;1;0;1;"2015-07-19";"2015-07-23";94.99
504;23991;1;285;2;0;1;"2015-10-09";"2015-10-11";92.0
505;23866;1;285;1;0;1;"2015-08-03";"2015-08-06";83.0
506;23218;1;285;1;0;1;"2015-07-21";"2015-07-23";121.5
507;23994;1;285;2;0;1;"2015-07-15";"2015-07-16";100.0
508;23973;1;285;1;0;1;"2015-07-16";"2015-07-19";65.0
509;8875;1;77;4;0;1;"2015-08-11";"2015-08-15";89.99
510;24009;1;285;4;0;1;"2015-08-09";"2015-08-13";87.0
511;23260;1;285;2;1;1;"2015-08-14";"2015-08-16";57.6
512;8811;1;77;2;2;1;"2015-07-26";"2015-08-04";60.29
513;23693;1;285;1;0;1;"2015-07-16";"2015-07-17";122.0
514;23895;1;285;2;0;1;"2015-07-30";"2015-08-02";175.0
515;23214;1;285;2;0;1;"2015-07-24";"2015-07-25";66.0
516;23833;1;285;1;0;1;"2015-08-02";"2015-08-03";82.72
517;9001;1;77;1;0;1;"2015-07-21";"2015-07-22";43.0
518;23611;1;285;1;0;1;"2015-07-16";"2015-07-17";84.0
519;23849;1;285;2;3;1;"2016-06-06";"2016-06-08";200.0
520;23554;1;285;2;0;1;"2015-07-16";"2015-07-17";99.0
521;23744;1;285;2;0;1;"2015-07-15";"2015-07-17";94.0
522;23710;1;285;2;0;1;"2015-07-19";"2015-07-21";119.0
523;9328;1;77;4;0;1;"2015-07-17";"2015-07-19";129.99
524;23991;1;285;2;0;1;"2015-10-09";"2015-10-12";97.0
525;9396;1;77;2;0;1;"2015-08-16";"2015-08-21";79.99
526;23966;1;285;1;0;1;"2015-07-18";"2015-07-20";67.5
527;23414;1;285;1;0;1;"2015-07-16";"2015-07-17";59.0
528;23510;1;285;1;0;1;"2015-07-21";"2015-07-23";109.0
529;23413;1;285;1;0;1;"2015-07-20";"2015-07-23";67.5
530;23462;1;285;2;0;1;"2015-08-06";"2015-08-11";119.0
531;9458;1;77;1;0;1;"2015-07-17";"2015-07-19";44.99
532;23563;1;285;2;2;1;"2015-07-19";"2015-07-20";84.15
533;23405;1;285;1;0;1;"2015-07-16";"2015-07-17";90.0
534;8811;1;77;3;1;1;"2015-07-26";"2015-08-04";64.79
535;23864;1;285;2;1;1;"2015-09-03";"2015-09-07";83.0
536;23881;1;285;1;0;1;"2015-07-28";"2015-07-31";138.6
537;23744;1;285;2;0;1;"2015-07-15";"2015-07-17";94.0
538;23415;1;285;1;0;1;"2015-07-28";"2015-07-29";64.78
539;23738;1;285;1;0;1;"2015-07-16";"2015-07-17";109.0
540;23493;1;285;1;0;1;"2015-07-16";"2015-07-17";95.0
541;23297;1;285;1;0;1;"2015-07-16";"2015-07-17";109.0
542;9457;1;77;1;0;1;"2015-07-16";"2015-07-17";44.99
543;23916;1;285;2;0;1;"2015-09-17";"2015-09-18";106.0
544;23218;1;285;1;0;1;"2016-04-19";"2016-04-23";94.05
545;24009;1;285;4;0;1;"2015-08-09";"2015-08-12";87.0
546;23830;1;285;1;0;1;"2015-07-20";"2015-07-23";99.0
547;23263;1;285;3;0;1;"2015-07-27";"2015-07-30";79.0
548;9326;1;77;1;0;1;"2015-07-17";"2015-07-20";114.99
549;23332;1;285;1;0;1;"2015-07-27";"2015-07-30";93.6
550;23882;1;285;1;0;1;"2015-08-18";"2015-08-19";77.4
551;23663;1;285;2;0;1;"2015-07-31";"2015-08-02";109.0
552;23400;1;285;1;0;1;"2015-07-23";"2015-07-24";80.1
553;9037;1;77;1;0;1;"2015-09-16";"2015-09-26";62.99
554;23841;1;285;1;0;1;"2015-07-16";"2015-07-17";139.0
555;23871;1;285;1;0;1;"2015-07-16";"2015-07-17";119.0
556;23747;1;285;1;0;1;"2015-08-03";"2015-08-05";113.52
557;23869;1;285;1;0;1;"2015-08-04";"2015-08-05";76.5
558;23961;1;285;1;0;1;"2015-07-21";"2015-07-23";149.0
559;23906;1;285;4;0;1;"2015-07-17";"2015-07-20";109.0
560;23249;1;285;3;0;1;"2016-07-13";"2016-07-15";125.1
561;23478;1;285;1;0;1;"2015-07-16";"2015-07-17";129.0
562;9001;1;77;1;0;1;"2015-07-21";"2015-07-22";43.0
563;23844;1;285;1;0;1;"2015-07-22";"2015-07-24";117.0
564;9291;1;77;2;0;1;"2015-07-25";"2015-07-26";114.99
565;23334;1;285;2;0;1;"2015-07-31";"2015-08-02";139.5
566;23849;1;285;3;0;1;"2015-07-27";"2015-07-31";210.0
567;23263;1;285;2;0;1;"2015-08-04";"2015-08-06";69.0
568;23549;1;285;1;0;1;"2015-07-19";"2015-07-20";80.0
569;23549;1;285;2;0;1;"2015-08-08";"2015-08-10";72.0
570;23620;1;285;2;0;1;"2015-08-10";"2015-08-12";113.05
571;23778;1;285;1;0;1;"2015-07-16";"2015-07-17";139.0
572;9249;1;77;1;1;1;"2015-08-17";"2015-08-31";89.99
573;9366;1;77;1;0;1;"2015-07-24";"2015-07-25";47.49
574;23230;1;285;1;0;1;"2015-07-16";"2015-07-17";65.0
575;9291;1;77;2;0;1;"2015-07-25";"2015-07-26";114.99
576;23528;1;285;1;0;1;"2015-07-23";"2015-07-25";199.0
577;9392;1;77;1;0;1;"2015-08-21";"2015-08-23";119.99
578;23250;1;285;1;0;1;"2015-07-19";"2015-07-23";85.5
579;23886;1;285;1;0;1;"2015-07-16";"2015-07-17";76.5
580;23785;1;285;2;2;1;"2015-08-24";"2015-08-26";84.6
581;23526;1;285;1;0;1;"2015-07-16";"2015-07-17";94.0
582;23612;1;285;1;0;1;"2015-07-31";"2015-08-02";129.0
583;9165;1;77;2;1;1;"2015-07-19";"2015-07-26";74.99
584;23763;1;285;2;0;1;"2015-08-14";"2015-08-15";70.3
585;23865;1;285;2;1;1;"2015-07-22";"2015-07-24";129.0
586;23644;1;285;1;0;1;"2015-07-20";"2015-07-24";84.15
587;23442;1;285;2;0;1;"2015-07-23";"2015-07-26";134.0
588;23185;1;285;1;0;1;"2015-07-24";"2015-07-27";100.32
589;23231;1;285;1;0;1;"2015-07-16";"2015-07-17";69.0
590;23873;1;285;1;0;1;"2015-08-14";"2015-08-16";69.0
591;9045;1;77;1;0;1;"2015-07-17";"2015-07-19";89.99
592;23228;1;285;1;0;1;"2015-07-16";"2015-07-17";79.0
593;23910;1;285;2;0;1;"2015-08-22";"2015-08-23";126.0
594;23889;1;285;1;0;1;"2015-08-19";"2015-08-22";132.05
595;9419;1;77;1;0;1;"2015-07-22";"2015-08-13";137.99
596;23711;1;285;1;0;1;"2015-07-20";"2015-07-24";149.0
597;23412;1;285;1;0;1;"2015-07-19";"2015-07-20";71.1
598;23296;1;285;1;0;1;"2015-10-07";"2015-10-11";189.0
599;23472;1;285;2;0;1;"2015-07-16";"2015-07-17";104.0
600;23296;1;285;4;0;1;"2015-07-31";"2015-08-02";189.0
601;23957;1;285;1;0;1;"2015-07-15";"2015-07-16";105.0
602;23493;1;285;1;0;1;"2015-08-17";"2015-08-18";63.2
603;23442;1;285;2;0;1;"2015-07-18";"2015-07-21";129.0
604;8912;1;77;1;0;1;"2015-07-27";"2015-08-26";47.99
605;23172;1;285;3;0;1;"2015-07-31";"2015-08-01";103.55
606;8928;1;77;1;0;1;"2015-08-02";"2015-08-21";67.99
607;8928;1;77;1;0;1;"2015-07-25";"2015-08-21";67.99
608;23226;1;285;2;0;1;"2015-07-17";"2015-07-20";78.32
609;23336;1;285;1;0;1;"2015-08-09";"2015-08-12";130.38
610;23744;1;285;2;0;1;"2015-07-15";"2015-07-17";94.0
611;9427;1;77;1;0;1;"2015-07-19";"2015-09-19";87.39
612;23973;1;285;1;0;1;"2015-07-18";"2015-07-19";70.0
613;9142;1;77;2;1;1;"2015-07-17";"2015-07-20";149.99
614;23859;1;285;2;0;1;"2015-08-07";"2015-08-08";83.0
615;24005;1;285;1;0;1;"2015-07-20";"2015-07-21";95.0
616;23568;1;285;1;0;1;"2015-07-16";"2015-07-17";79.0
617;23509;1;285;2;1;1;"2015-07-21";"2015-07-22";93.6
618;23425;1;285;2;0;1;"2015-07-17";"2015-07-18";0.0
619;8962;1;77;1;0;1;"2015-07-19";"2015-07-20";99.99
620;23835;1;285;1;0;1;"2015-07-16";"2015-07-17";85.0
621;23178;1;285;2;0;1;"2015-07-16";"2015-07-17";92.0
622;9037;1;77;1;0;1;"2015-09-16";"2015-09-26";62.99
623;23413;1;285;1;0;1;"2015-07-22";"2015-07-24";67.5
624;23319;1;285;1;0;1;"2015-07-15";"2015-07-16";99.0
625;23976;1;285;1;0;1;"2015-07-15";"2015-07-16";89.0
626;23440;1;285;2;0;1;"2015-07-23";"2015-07-26";114.0
627;8962;1;77;1;0;1;"2015-07-19";"2015-07-20";99.99
628;9015;1;77;1;0;1;"2015-07-16";"2015-07-23";69.99
629;23877;1;285;4;0;1;"2015-11-20";"2015-12-08";65.0
630;23614;1;285;1;0;1;"2015-07-16";"2015-07-17";119.0
631;23835;1;285;1;0;1;"2015-07-16";"2015-07-17";85.0
632;23190;1;285;2;0;1;"2015-07-31";"2015-08-01";139.0
633;23556;1;285;2;0;1;"2015-07-16";"2015-07-17";84.6
634;23859;1;285;2;0;1;"2015-08-07";"2015-08-08";83.0
635;23229;1;285;2;0;1;"2015-07-19";"2015-07-20";67.5
636;23857;1;285;1;0;1;"2015-07-22";"2015-07-23";83.0
637;8928;1;77;2;0;1;"2015-07-25";"2015-08-21";72.24
638;23225;1;285;1;0;1;"2015-07-30";"2015-08-01";57.2
639;9152;1;77;2;0;1;"2015-07-19";"2015-07-22";94.99
640;23744;1;285;2;0;1;"2015-07-15";"2015-07-17";94.0
641;23857;1;285;1;0;1;"2015-07-23";"2015-07-24";83.0
642;23218;1;285;2;0;1;"2015-07-19";"2015-07-20";115.0
643;23201;1;285;2;0;1;"2015-09-26";"2015-09-27";103.5
644;23268;1;285;1;0;1;"2015-07-16";"2015-07-17";65.0
645;23281;1;285;1;0;1;"2015-07-16";"2015-07-17";59.0
646;23986;1;285;2;1;1;"2015-08-06";"2015-08-08";104.5
647;23885;1;285;1;0;1;"2015-07-17";"2015-07-18";189.0
648;23877;1;285;1;0;1;"2015-07-16";"2015-07-17";85.0
649;9124;1;77;1;0;1;"2015-07-18";"2015-07-19";118.74
650;23171;1;285;1;0;1;"2015-07-20";"2015-07-21";59.0
651;9458;1;77;1;0;1;"2015-07-17";"2015-07-19";44.99
652;23880;1;285;1;0;1;"2015-07-27";"2015-07-28";69.0
653;23660;1;285;1;0;1;"2015-07-16";"2015-07-17";105.0
654;23401;1;285;1;0;1;"2015-07-22";"2015-07-23";79.9
655;23570;1;285;1;0;1;"2015-08-13";"2015-08-14";89.0
656;9340;1;77;2;2;1;"2015-07-17";"2015-08-16";84.99
657;23419;1;285;1;0;1;"2015-07-24";"2015-07-25";125.0
658;23428;1;285;1;0;1;"2015-09-14";"2015-09-16";111.6
659;23276;1;285;1;0;1;"2015-07-16";"2015-07-17";80.0
660;24004;1;285;1;0;1;"2015-07-16";"2015-07-17";85.0
661;23413;1;285;1;0;1;"2015-07-22";"2015-07-24";67.5
662;23527;1;285;2;0;1;"2015-07-17";"2015-07-19";129.0
663;23424;1;285;1;0;1;"2015-07-16";"2015-07-17";115.0
664;23328;1;285;2;0;1;"2015-07-17";"2015-07-19";75.05
665;23964;1;285;4;0;1;"2015-07-25";"2015-07-26";119.0
666;23823;1;285;1;1;1;"2015-08-16";"2015-08-19";85.5
667;23395;1;285;2;2;1;"2015-07-23";"2015-07-27";71.25
668;23472;1;285;1;2;1;"2015-07-25";"2015-07-27";124.0
669;9366;1;77;1;0;1;"2015-07-24";"2015-07-25";47.49
670;23982;1;285;1;0;1;"2015-08-03";"2015-08-04";84.6
671;23858;1;285;2;0;1;"2015-07-17";"2015-07-19";99.0
672;8835;1;77;1;0;1;"2015-08-15";"2015-09-19";44.99
673;23544;1;285;2;0;1;"2015-10-31";"2015-11-09";69.0
674;23981;1;285;2;0;1;"2015-07-29";"2015-08-01";87.12
675;23556;1;285;1;0;1;"2015-07-16";"2015-07-17";99.0
676;23946;1;285;2;0;1;"2015-07-16";"2015-07-17";79.95
677;23252;1;285;2;0;1;"2015-07-27";"2015-07-31";82.0
678;9165;1;77;2;1;1;"2015-07-19";"2015-07-26";74.99
679;9427;1;77;1;0;1;"2015-07-19";"2015-09-19";87.39
680;9126;1;77;1;0;1;"2015-07-16";"2015-07-18";118.74
681;23183;1;285;3;0;1;"2015-07-17";"2015-07-19";79.9
682;23405;1;285;1;0;1;"2015-07-16";"2015-07-17";90.0
683;23320;1;285;1;0;1;"2015-11-26";"2015-11-29";80.1
684;23738;1;285;1;0;1;"2015-07-16";"2015-07-17";89.0
